Id,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
90,13-03-2012,0.0795,0.193458333,0.779,48,0.222618552,9.286,0.062
91,14-03-2012,0.096,0.1855625,0.928,48,0.207046393,8.907,0.064
92,15-03-2012,0.0825,0.1719375,0.756,48,0.193165171,8.253,0.062
93,16-03-2012,0.1205,0.22875,0.706,48,0.225439382,10.98,0.062
94,17-03-2012,0.081,0.161354167,0.687,48,0.16103964,7.745,0.063
95,18-03-2012,0.5785,0.433145833,0.711,48,0.22978306,20.791,0.064
96,19-03-2012,0.1315,0.238875,0.755,48,0.225281916,11.466,0.063
97,20-03-2012,0.11,0.227729167,0.698,48,0.228651899,10.931,0.064
98,21-03-2012,0.1285,0.2773125,0.79,48,0.261670912,13.311,0.065
99,22-03-2012,0.115,0.218229167,0.746,48,0.231200405,10.475,0.062
100,23-03-2012,0.0955,0.161208333,0.627,48,0.16340707,7.738,0.062
101,24-03-2012,0.112,0.113041667,0.238,48,0.046901417,5.426,0.064
102,25-03-2012,0.131,0.167604167,0.958,48,0.158352521,8.045,0.066
103,26-03-2012,0.1115,0.195083333,0.821,48,0.205189776,9.364,0.065
104,27-03-2012,0.0775,0.160479167,0.697,48,0.167683211,7.703,0.06
105,28-03-2012,0.115,0.181125,0.783,48,0.189612665,8.694,0.063
106,29-03-2012,0.0955,0.157125,0.933,48,0.176185664,7.542,0.062
107,30-03-2012,0.0855,0.174604167,0.732,48,0.190358982,8.381,0.063
108,31-03-2012,0.1065,0.14,0.805,48,0.126241242,6.72,0.063
109,01-04-2012,0.1305,0.2211875,1.023,48,0.223698282,10.617,0.065
110,02-04-2012,0.1205,0.215916667,0.724,48,0.222541589,10.364,0.061
111,03-04-2012,0.094,0.220916667,0.769,48,0.232646461,10.604,0.065
112,04-04-2012,0.111,0.244708333,0.751,48,0.248521326,11.746,0.064
113,05-04-2012,0.0675,0.223729167,0.801,48,0.257533946,10.739,0.058
114,06-04-2012,0.145,0.307583333,0.87,48,0.276367612,14.764,0.06
115,07-04-2012,0.1315,0.289312502,1.4220001,48,0.296683101,13.8870001,0.065
116,08-04-2012,0.1205,0.245833333,1.072,48,0.258467936,11.8,0.061
117,09-04-2012,0.2045,0.353729167,0.727,48,0.264621427,16.979,0.063
118,10-04-2012,0.101,0.290687502,1.4400001,48,0.321538077,13.9530001,0.061
119,11-04-2012,0.1155,0.263270833,0.797,48,0.254671481,12.637,0.06
120,12-04-2012,0.1175,0.274041667,0.95,48,0.280842195,13.154,0.062
121,13-04-2012,0.0785,0.221729167,0.798,48,0.235799116,10.643,0.06
122,14-04-2012,0.144,0.314416667,1.104,48,0.280637332,15.092,0.062
123,15-04-2012,0.135,0.2320625,0.955,48,0.240607866,11.139,0.065
124,16-04-2012,0.1365,0.326104167,1.036,48,0.313965389,15.653,0.06
125,17-04-2012,0.1315,0.290854167,0.833,48,0.268834916,13.961,0.057
126,18-04-2012,0.108,0.257229167,1.12,48,0.262689546,12.347,0.056
127,19-04-2012,0.108,0.280229167,1.044,48,0.288491324,13.451,0.058
128,20-04-2012,0.0915,0.2028125,0.736,48,0.215219102,9.735,0.057
129,21-04-2012,0.1265,0.247729167,1.451,48,0.295028289,11.891,0.057
130,22-04-2012,0.137,0.284333333,1.097,48,0.287040685,13.648,0.064
131,23-04-2012,0.1465,0.274729167,0.857,48,0.252957463,13.187,0.062
132,24-04-2012,0.109,0.225708333,0.968,48,0.236965386,10.834,0.063
133,25-04-2012,0.1175,0.272416667,1.204,48,0.318018789,13.076,0.059
134,26-04-2012,0.138,0.2723125,1.018,48,0.264655469,13.071,0.062
135,27-04-2012,0.094,0.184979167,0.789,48,0.207027852,8.879,0.061
136,28-04-2012,0.0885,0.133291667,0.687,48,0.125809203,6.398,0.061
137,29-04-2012,0.117,0.21225,1.08,48,0.232799384,10.188,0.058
138,30-04-2012,0.1405,0.282645833,1.598,48,0.334349447,13.567,0.062
139,01-05-2012,0.1185,0.266687498,1.0319999,48,0.276131258,12.8009999,0.064
140,02-05-2012,0.131,0.240791667,0.738,48,0.234452096,11.558,0.063
141,03-05-2012,0.154,0.304916667,0.88,48,0.273572024,14.636,0.063
142,04-05-2012,0.1015,0.2028125,0.711,48,0.211987219,9.735,0.06
143,05-05-2012,0.0885,0.1919375,0.923,48,0.212566326,9.213,0.062
144,06-05-2012,0.118,0.207083333,0.956,48,0.229398551,9.94,0.059
145,07-05-2012,0.326,0.373291667,0.778,48,0.282560026,17.918,0.064
146,08-05-2012,0.1035,0.21975,0.859,48,0.242046637,10.548,0.063
147,09-05-2012,0.1065,0.262104169,1.0700001,48,0.293017705,12.5810001,0.063
148,10-05-2012,0.1405,0.2864375,1.033,48,0.273407412,13.749,0.064
149,11-05-2012,0.119,0.231208333,0.746,48,0.236397516,11.098,0.063
150,12-05-2012,0.1235,0.183,0.908,48,0.198605564,8.784,0.067
151,13-05-2012,0.1385,0.22375,0.98,48,0.227894479,10.74,0.064
152,14-05-2012,0.17,0.322791667,1.025,48,0.277922686,15.494,0.063
153,15-05-2012,0.1235,0.260770831,1.0319999,48,0.286858121,12.5169999,0.061
154,16-05-2012,0.1225,0.236666667,0.79,48,0.236315902,11.36,0.062
155,17-05-2012,0.12,0.298979167,1.044,48,0.309643068,14.351,0.063
156,18-05-2012,0.103,0.232333333,0.786,48,0.238607158,11.152,0.064
157,19-05-2012,0.116,0.1651875,0.699,48,0.168080358,7.929,0.063
158,20-05-2012,0.1335,0.245229167,0.737,48,0.230341212,11.771,0.064
159,21-05-2012,0.2735,0.3591875,0.79,48,0.27152169,17.241,0.064
160,22-05-2012,0.112,0.153625,0.739,48,0.15623654,7.374,0.063
161,23-05-2012,0.1115,0.13175,0.288,48,0.069119231,6.324,0.063
162,24-05-2012,0.1145,0.1418125,0.712,48,0.120173395,6.807,0.063
163,25-05-2012,0.117,0.157041667,0.865,48,0.137713541,7.538,0.064
164,26-05-2012,0.117,0.148208333,0.671,48,0.107837142,7.114,0.063
165,27-05-2012,0.1175,0.1346875,0.281,48,0.061928289,6.465,0.066
166,28-05-2012,0.108,0.130208333,0.344,48,0.064073083,6.25,0.069
167,29-05-2012,0.124,0.133166667,0.286,48,0.061423307,6.392,0.061
168,30-05-2012,0.1165,0.126520833,0.265,48,0.049919931,6.073,0.063
169,31-05-2012,0.122,0.146270833,0.708,48,0.106454613,7.021,0.063
170,01-06-2012,0.1105,0.1203125,0.312,48,0.055055545,5.775,0.064
171,02-06-2012,0.092,0.113729167,0.299,48,0.054571733,5.459,0.065
172,03-06-2012,0.1165,0.135020833,0.783,48,0.109860161,6.481,0.064
173,04-06-2012,0.179,0.379187498,1.1619999,48,0.317629423,18.2009999,0.066
174,05-06-2012,0.149,0.316833333,0.742,48,0.262515842,15.208,0.065
175,06-06-2012,0.1035,0.120625,0.305,48,0.061151234,5.79,0.064
176,07-06-2012,0.1065,0.211979165,1.2359999,48,0.256240195,10.1749999,0.063
177,08-06-2012,0.124,0.2413125,1.108,48,0.274629743,11.583,0.063
178,09-06-2012,0.092,0.1100625,0.369,48,0.058472182,5.283,0.063
179,10-06-2012,0.1,0.151208333,0.793,48,0.13444875,7.258,0.064
180,11-06-2012,0.135,0.294875,0.814,48,0.264037846,14.154,0.066
181,12-06-2012,0.1425,0.2749375,0.727,48,0.246408449,13.197,0.062
182,13-06-2012,0.124,0.237708333,0.749,48,0.229650332,11.41,0.064
183,14-06-2012,0.134,0.27875,1.392,48,0.309692675,13.38,0.063
184,15-06-2012,0.0965,0.1895,0.704,48,0.195033221,9.096,0.063
185,16-06-2012,0.0815,0.117541667,0.506,48,0.078835395,5.642,0.063
186,17-06-2012,0.1005,0.1404375,1.007,48,0.143780552,6.741,0.064
187,18-06-2012,0.1205,0.204333333,0.874,48,0.217924673,9.808,0.063
188,19-06-2012,0.104,0.172583333,1.084,48,0.198985815,8.284,0.063
189,20-06-2012,0.14,0.188958333,0.677,48,0.174351926,9.07,0.064
190,21-06-2012,0.1465,0.243666667,0.862,48,0.228523227,11.696,0.064
191,22-06-2012,0.0815,0.108333333,0.286,48,0.052719383,5.2,0.064
192,23-06-2012,0.1015,0.137583333,0.801,48,0.117709855,6.604,0.066
193,24-06-2012,0.105,0.216625,0.687,48,0.211290123,10.398,0.065
194,25-06-2012,0.107,0.203708333,0.737,48,0.213155119,9.778,0.064
195,26-06-2012,0.116,0.1686875,0.718,48,0.157011201,8.097,0.065
196,27-06-2012,0.1285,0.1289375,0.313,48,0.060192389,6.189,0.064
197,28-06-2012,0.111,0.135520833,0.695,48,0.099199989,6.505,0.067
198,29-06-2012,0.106,0.132916667,0.757,48,0.110352016,6.38,0.064
199,30-06-2012,0.1295,0.147604167,0.839,48,0.115931333,7.085,0.067
200,01-07-2012,0.115,0.130854167,0.342,48,0.060053873,6.281,0.066
201,02-07-2012,0.111,0.155020833,0.659,48,0.139490027,7.441,0.061
202,03-07-2012,0.1075,0.172479167,0.904,48,0.182027469,8.279,0.058
203,04-07-2012,0.1105,0.123708333,0.295,48,0.059576862,5.938,0.06
204,05-07-2012,0.11,0.126708333,0.307,48,0.069974755,6.082,0.059
205,06-07-2012,0.114,0.126979167,0.302,48,0.06288202,6.095,0.062
206,07-07-2012,0.112,0.124416667,0.263,48,0.060442986,5.972,0.061
207,08-07-2012,0.114,0.144104167,0.847,48,0.116166286,6.917,0.068
208,09-07-2012,0.1315,0.157291667,0.841,48,0.135782987,7.55,0.063
209,10-07-2012,0.108,0.152375,0.877,48,0.15921852,7.314,0.058
210,11-07-2012,0.118,0.157916667,0.68,48,0.152374236,7.58,0.059
211,12-07-2012,0.1015,0.153270833,0.78,48,0.164277754,7.357,0.062
212,13-07-2012,0.1035,0.147354167,0.729,48,0.149455108,7.073,0.059
213,14-07-2012,0.1065,0.167479167,0.735,48,0.170780933,8.039,0.06
214,15-07-2012,0.108,0.131625,0.288,48,0.071331299,6.318,0.067
215,16-07-2012,0.1265,0.153166667,0.631,48,0.123184576,7.352,0.06
216,17-07-2012,0.1115,0.184208333,0.866,48,0.178589028,8.842,0.061
217,18-07-2012,0.1405,0.172875,0.735,48,0.157842451,8.298,0.059
218,19-07-2012,0.107,0.173145833,0.776,48,0.18098313,8.311,0.057
219,20-07-2012,0.108,0.111770833,0.295,48,0.052590445,5.365,0.059
220,21-07-2012,0.0925,0.1123125,0.317,48,0.061572361,5.391,0.059
221,22-07-2012,0.107,0.121583333,0.291,48,0.062436294,5.836,0.058
222,23-07-2012,0.121,0.125916667,0.28,48,0.055522981,6.044,0.059
223,24-07-2012,0.114,0.125229167,0.259,48,0.059072346,6.011,0.059
224,25-07-2012,0.1325,0.149145833,0.885,48,0.120585979,7.159,0.063
225,26-07-2012,0.124,0.1206875,0.225,48,0.047836671,5.793,0.06
226,27-07-2012,0.1285,0.1275,0.308,48,0.059480732,6.12,0.06
227,28-07-2012,0.122,0.1576875,0.584,48,0.122381016,7.569,0.062
228,29-07-2012,0.1155,0.145770833,0.636,48,0.100652814,6.997,0.06
229,30-07-2012,0.1205,0.125854167,0.339,48,0.057779106,6.041,0.061
230,31-07-2012,0.114,0.116041667,0.304,48,0.055042327,5.57,0.057
231,01-08-2012,0.116,0.122625,0.256,48,0.053530912,5.886,0.06
232,02-08-2012,0.0675,0.093666667,0.244,48,0.042835327,4.496,0.058
233,03-08-2012,0.107,0.120041667,0.31,48,0.064899254,5.762,0.057
234,04-08-2012,0.1125,0.136375,0.802,48,0.111095057,6.546,0.06
235,05-08-2012,0.107,0.125125,0.309,48,0.064022478,6.006,0.06
236,06-08-2012,0.133,0.173270833,0.637,48,0.159718201,8.317,0.061
237,07-08-2012,0.0845,0.1649375,0.747,48,0.172131742,7.917,0.057
238,08-08-2012,0.111,0.1211875,0.314,48,0.056539821,5.817,0.061
239,09-08-2012,0.1285,0.126083333,0.285,48,0.057097838,6.052,0.058
240,10-08-2012,0.1585,0.143666667,0.279,48,0.060681706,6.896,0.058
241,11-08-2012,0.159,0.173333333,0.542,48,0.09323759,8.32,0.065
242,12-08-2012,0.123,0.133895833,0.408,48,0.068136671,6.427,0.062
243,13-08-2012,0.113,0.129645833,0.333,48,0.065786401,6.223,0.058
244,14-08-2012,0.116,0.1291875,0.292,48,0.063584976,6.201,0.057
245,15-08-2012,0.1065,0.122041667,0.357,48,0.063765848,5.858,0.057
246,16-08-2012,0.101,0.1233125,0.257,48,0.062340232,5.919,0.057
247,17-08-2012,0.1045,0.135979167,0.8,48,0.117810611,6.527,0.057
248,18-08-2012,0.107,0.131854167,0.665,48,0.103989564,6.329,0.058
249,19-08-2012,0.1325,0.130333333,0.298,48,0.057527545,6.256,0.061
250,20-08-2012,0.1365,0.157354167,0.777,48,0.108993751,7.553,0.065
251,21-08-2012,0.111,0.127395833,0.286,48,0.060878581,6.115,0.061
252,22-08-2012,0.1295,0.130979167,0.302,48,0.059440472,6.287,0.061
253,23-08-2012,0.1305,0.1334375,0.314,48,0.062895356,6.405,0.062
254,24-08-2012,0.1115,0.140354167,0.744,48,0.113260853,6.737,0.061
255,25-08-2012,0.07,0.098541667,0.278,48,0.046033733,4.73,0.057
256,26-08-2012,0.0665,0.088916667,0.154,48,0.035828096,4.268,0.058
257,27-08-2012,0.0995,0.164854167,0.692,48,0.173115997,7.913,0.057
258,28-08-2012,0.1,0.116020833,0.285,48,0.059413978,5.569,0.056
259,29-08-2012,0.112,0.156166667,0.642,48,0.141783973,7.496,0.061
260,30-08-2012,0.0945,0.11175,0.288,48,0.057227616,5.364,0.055
261,31-08-2012,0.089,0.168666667,0.753,48,0.188804113,8.096,0.054
262,01-09-2012,0.0935,0.131479167,0.777,48,0.115878511,6.311,0.057
263,02-09-2012,0.106,0.1338125,0.545,48,0.096805938,6.423,0.057
264,03-09-2012,0.1155,0.166604167,0.648,48,0.144026407,7.997,0.059
265,04-09-2012,0.097,0.116,0.324,48,0.0642664,5.568,0.058
266,05-09-2012,0.1085,0.1775,0.779,48,0.183228145,8.52,0.057
267,06-09-2012,0.1115,0.174854167,0.804,48,0.193657077,8.393,0.057
268,07-09-2012,0.0995,0.183541667,0.717,48,0.191907775,8.81,0.057
269,08-09-2012,0.128,0.137083333,0.301,48,0.063362796,6.58,0.057
270,09-09-2012,0.1165,0.14125,0.886,48,0.12371871,6.78,0.059
271,10-09-2012,0.1095,0.143916667,0.645,48,0.106949348,6.908,0.056
272,11-09-2012,0.1155,0.121666667,0.285,48,0.052072099,5.84,0.059
273,12-09-2012,0.129,0.195104167,0.65,48,0.195463033,9.365,0.054
274,13-09-2012,0.123,0.192958333,0.929,48,0.208521641,9.262,0.054
275,14-09-2012,0.1185,0.187229167,0.752,48,0.200541951,8.987,0.056
276,15-09-2012,0.1405,0.149958333,0.601,48,0.103688149,7.198,0.056
277,16-09-2012,0.119,0.132125,0.318,48,0.064076625,6.342,0.063
278,17-09-2012,0.1135,0.1963125,0.817,48,0.20991175,9.423,0.059
279,18-09-2012,0.1,0.1946875,0.749,48,0.20576005,9.345,0.055
280,19-09-2012,0.124,0.256854167,1.122,48,0.28937188,12.329,0.054
281,20-09-2012,0.135,0.254291667,0.879,48,0.251517857,12.206,0.054
282,21-09-2012,0.093,0.1850625,0.776,48,0.20205786,8.883,0.055
283,22-09-2012,0.1045,0.213020833,1.375,48,0.265026092,10.225,0.054
284,23-09-2012,0.128,0.283666667,0.736,48,0.258010995,13.616,0.055
285,24-09-2012,0.134,0.243375,0.757,48,0.236108398,11.682,0.054
286,25-09-2012,0.097,0.197291667,1.05,48,0.231366887,9.47,0.057
287,26-09-2012,0.103,0.268520833,1.082,48,0.293845667,12.889,0.056
288,27-09-2012,0.1265,0.281958333,0.785,48,0.260749081,13.534,0.053
289,28-09-2012,0.14,0.284916667,0.807,48,0.269787137,13.676,0.055
290,29-09-2012,0.0865,0.1596875,1.006,48,0.199753375,7.665,0.056
291,30-09-2012,0.13,0.264625,0.804,48,0.255183507,12.702,0.056
292,01-10-2012,0.13,0.250291667,0.821,48,0.247764813,12.014,0.055
293,02-10-2012,0.108,0.220729167,0.745,48,0.232710462,10.595,0.053
294,03-10-2012,0.1365,0.318708333,1.136,48,0.300572005,15.298,0.057
295,04-10-2012,0.081,0.214479167,0.835,48,0.246858991,10.295,0.056
296,05-10-2012,0.0945,0.248979169,1.0650001,48,0.307346265,11.9510001,0.056
297,06-10-2012,0.1385,0.2601875,1.007,48,0.26960449,12.489,0.055
298,07-10-2012,0.117,0.2454375,1.027,48,0.277099407,11.781,0.055
299,08-10-2012,0.1285,0.227604167,0.699,48,0.21407274,10.925,0.057
300,09-10-2012,0.1405,0.225208333,0.781,48,0.215451822,10.81,0.061
301,10-10-2012,0.128,0.203333333,0.636,48,0.181964847,9.76,0.057
302,11-10-2012,0.1245,0.214270833,1.278,48,0.250585505,10.285,0.06
303,12-10-2012,0.096,0.2100625,0.782,48,0.229436721,10.083,0.063
304,13-10-2012,0.106,0.127770833,0.32,48,0.076019941,6.133,0.058
305,14-10-2012,0.0955,0.143479167,0.732,48,0.12178792,6.887,0.068
306,15-10-2012,0.1285,0.209020833,0.83,48,0.213342746,10.033,0.066
307,16-10-2012,0.076,0.1394375,0.716,48,0.142306966,6.693,0.064
308,17-10-2012,0.1285,0.259895833,0.838,48,0.25518681,12.475,0.067
309,18-10-2012,0.1245,0.208645833,0.771,48,0.218776529,10.015,0.063
310,19-10-2012,0.1,0.156270833,0.615,48,0.141358717,7.501,0.06
311,20-10-2012,0.0895,0.1481875,0.768,48,0.150332066,7.113,0.059
312,21-10-2012,0.1075,0.1703125,0.807,48,0.176309104,8.175,0.059
313,22-10-2012,0.1405,0.232833333,0.698,48,0.214853075,11.176,0.06
314,23-10-2012,0.1575,0.190520833,0.664,48,0.138190893,9.145,0.068
315,24-10-2012,0.118,0.143875,0.422,48,0.084702138,6.906,0.06
316,25-10-2012,0.15,0.194229167,0.735,48,0.182828048,9.323,0.064
317,26-10-2012,0.1095,0.236270833,1.243,48,0.276592929,11.341,0.059
318,27-10-2012,0.0895,0.1423125,0.72,48,0.128219087,6.831,0.053
319,28-10-2012,0.0665,0.161145833,0.737,48,0.190842587,7.735,0.049
320,29-10-2012,0.089,0.224354167,0.756,48,0.236677219,10.769,0.056
321,30-10-2012,0.0705,0.252,0.686,48,0.247750389,12.096,0.06
322,31-10-2012,0.1015,0.213229167,0.789,48,0.216870021,10.235,0.057
323,01-11-2012,0.1425,0.327604167,0.878,48,0.303040671,15.725,0.058
324,02-11-2012,0.105,0.211083333,0.735,48,0.225040973,10.132,0.058
325,03-11-2012,0.119,0.24625,0.816,48,0.250574361,11.82,0.06
326,04-11-2012,0.136,0.265104167,0.785,48,0.249164924,12.725,0.061
327,05-11-2012,0.119,0.266958333,0.819,48,0.271912373,12.814,0.055
328,06-11-2012,0.0925,0.211083333,0.734,48,0.220342464,10.132,0.057
329,07-11-2012,0.1135,0.258666667,0.861,48,0.264441711,12.416,0.06
330,08-11-2012,0.101,0.18375,0.681,48,0.184109068,8.82,0.059
331,09-11-2012,0.097,0.223666667,1.462,48,0.289375434,10.736,0.062
332,10-11-2012,0.1145,0.176666667,0.709,48,0.168519376,8.48,0.06
333,11-11-2012,0.112,0.216395833,0.77,48,0.214496614,10.387,0.058
334,12-11-2012,0.139,0.277041667,0.762,48,0.257864467,13.298,0.062
335,13-11-2012,0.129,0.227729167,0.782,48,0.229723214,10.931,0.058
336,14-11-2012,0.143,0.228,0.719,48,0.206011154,10.944,0.061
337,15-11-2012,0.11,0.238166667,0.816,48,0.241288151,11.432,0.061
338,16-11-2012,0.088,0.208,0.752,48,0.22033968,9.984,0.059
339,17-11-2012,0.0965,0.200479167,1.227,48,0.254318697,9.623,0.059
340,18-11-2012,0.1305,0.208666667,0.709,48,0.19508507,10.016,0.066
341,19-11-2012,0.1295,0.229541667,0.805,48,0.235690291,11.018,0.063
342,20-11-2012,0.122,0.23675,0.807,48,0.238468652,11.364,0.06
343,21-11-2012,0.134,0.2709375,0.823,48,0.243853235,13.005,0.061
344,22-11-2012,0.1625,0.2770625,0.84,48,0.25254251,13.299,0.044
345,23-11-2012,0.077,0.206,0.791,48,0.240022783,9.888,0.042
346,24-11-2012,0.096,0.1673125,0.644,48,0.170293758,8.031,0.046
347,25-11-2012,0.103,0.204791667,0.803,48,0.219299364,9.83,0.046
348,26-11-2012,0.156,0.28425,0.811,48,0.244479604,13.644,0.069
349,27-11-2012,0.162,0.270354167,0.718,48,0.229401116,12.977,0.053
350,28-11-2012,0.127,0.28875,0.684,48,0.253343808,13.86,0.042
351,29-11-2012,0.0875,0.190916667,0.746,48,0.206603622,9.164,0.046
352,30-11-2012,0.051,0.193895833,0.727,48,0.235678941,9.307,0.043
